keyword,Institute,HIndex,Scholars,Tutor,Papers,UrlID,CoResearchers,Cites
卵巢肿瘤|内胚窦瘤|诊断,蚌埠医学院附属第三医院前岭分院,0,张友,,1,/Auto/Achievement.aspx?name=%e5%bc%a0%e5%8f%8b&articleId=bbyxyxb200904042,张建华|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%bc%a0%e5%bb%ba%e5%8d%8e&articleId=bbyxyxb200904042|Achievement.aspx?name=%e5%bc%a0%e5%8f%8b&articleId=bbyxyxb200904042&coResearcher=%e5%bc%a0%e5%bb%ba%e5%8d%8e&coarticleId=bbyxyxb200904042#赵胤德|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%b5%b5%e8%83%a4%e5%be%b7&articleId=bbyxyxb200904042|Achievement.aspx?name=%e5%bc%a0%e5%8f%8b&articleId=bbyxyxb200904042&coResearcher=%e8%b5%b5%e8%83%a4%e5%be%b7&coarticleId=bbyxyxb200904042,0
卵巢肿瘤|内胚窦瘤|诊断,蚌埠医学院附属第三医院前岭分院,0,张建华,,1,/Auto/Achievement.aspx?name=%e5%bc%a0%e5%bb%ba%e5%8d%8e&articleId=bbyxyxb200904042,张友|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%bc%a0%e5%8f%8b&articleId=bbyxyxb200904042|Achievement.aspx?name=%e5%bc%a0%e5%bb%ba%e5%8d%8e&articleId=bbyxyxb200904042&coResearcher=%e5%bc%a0%e5%8f%8b&coarticleId=bbyxyxb200904042#赵胤德|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%b5%b5%e8%83%a4%e5%be%b7&articleId=bbyxyxb200904042|Achievement.aspx?name=%e5%bc%a0%e5%bb%ba%e5%8d%8e&articleId=bbyxyxb200904042&coResearcher=%e8%b5%b5%e8%83%a4%e5%be%b7&coarticleId=bbyxyxb200904042,0
脾肿瘤/病理学|淋巴瘤/诊断|血管瘤/诊断|误诊,昆明医学院第三附属医院,0,张麒,,1,/Auto/Achievement.aspx?name=%e5%bc%a0%e9%ba%92&articleId=zgwzxzz201034253,杨步荣|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9d%a8%e6%ad%a5%e8%8d%a3&articleId=sxzlyx201201042|Achievement.aspx?name=%e5%bc%a0%e9%ba%92&articleId=zgwzxzz201034253&coResearcher=%e6%9d%a8%e6%ad%a5%e8%8d%a3&coarticleId=sxzlyx201201042#代佑果|合作论文：1篇|/Auto/Achievement.aspx?name=%e4%bb%a3%e4%bd%91%e6%9e%9c&articleId=zgwcwkzz201110026|Achievement.aspx?name=%e5%bc%a0%e9%ba%92&articleId=zgwzxzz201034253&coResearcher=%e4%bb%a3%e4%bd%91%e6%9e%9c&coarticleId=zgwcwkzz201110026#李刚|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9d%8e%e5%88%9a&articleId=xngfyy200905040|Achievement.aspx?name=%e5%bc%a0%e9%ba%92&articleId=zgwzxzz201034253&coResearcher=%e6%9d%8e%e5%88%9a&coarticleId=xngfyy200905040,0
紫癜|过敏性|儿童|临床特点,江苏省无锡市人民医院、儿童医院医院,1,赵丽萍,,1,/Auto/Achievement.aspx?name=%e8%b5%b5%e4%b8%bd%e8%90%8d&articleId=jslcyxzz201007036,葛婷婷|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%91%9b%e5%a9%b7%e5%a9%b7&articleId=jslcyxzz201007036|Achievement.aspx?name=%e8%b5%b5%e4%b8%bd%e8%90%8d&articleId=jslcyxzz201007036&coResearcher=%e8%91%9b%e5%a9%b7%e5%a9%b7&coarticleId=jslcyxzz201007036#张林|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%bc%a0%e6%9e%97&articleId=jslcyxzz201007036|Achievement.aspx?name=%e8%b5%b5%e4%b8%bd%e8%90%8d&articleId=jslcyxzz201007036&coResearcher=%e5%bc%a0%e6%9e%97&coarticleId=jslcyxzz201007036#周红霞|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%91%a8%e7%ba%a2%e9%9c%9e&articleId=jslcyxzz201007036|Achievement.aspx?name=%e8%b5%b5%e4%b8%bd%e8%90%8d&articleId=jslcyxzz201007036&coResearcher=%e5%91%a8%e7%ba%a2%e9%9c%9e&coarticleId=jslcyxzz201007036,2
"内固定|脊柱骨折|生物力学|颈椎|椎弓根螺钉|内固定器|腰椎|骨折|脊柱|骨折固定术,内|经皮|脱位|胸椎|Spinal fractures|手术|Cervical vertebrae|外科手术,微创性|枢椎|外科手术|寰枢椎",温州医学院附属第二医院骨科医院,11,林焱,池永龙|/Auto/Achievement.aspx?name=%e6%b1%a0%e6%b0%b8%e9%be%99&articleId=zjcswk200402001#徐华梓|/Auto/Achievement.aspx?name=%e5%be%90%e5%8d%8e%e6%a2%93&articleId=zhwk200210006,76,/Auto/Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025,杨雷|合作论文：1篇|/Achievement.aspx?Id=j024710856|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9d%a8%e9%9b%b7&coarticleId=zgjzjszz200402005#郭风英|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%83%ad%e9%a3%8e%e8%8b%b1&articleId=zgjzjszz200103024|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%83%ad%e9%a3%8e%e8%8b%b1&coarticleId=zgjzjszz200103024#陈其昕|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%99%88%e5%85%b6%e6%98%95&articleId=zhsywk200002016|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%99%88%e5%85%b6%e6%98%95&coarticleId=zhsywk200002016#陈国富|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%99%88%e5%9b%bd%e5%af%8c&articleId=zggs201102005|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%99%88%e5%9b%bd%e5%af%8c&coarticleId=zggs201102005#许崇永|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%ae%b8%e5%b4%87%e6%b0%b8&articleId=zjcswk200403004|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e8%ae%b8%e5%b4%87%e6%b0%b8&coarticleId=zjcswk200403004#陈国富|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%99%88%e5%9b%bd%e5%af%8c&articleId=lcgkzz200506004|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%99%88%e5%9b%bd%e5%af%8c&coarticleId=lcgkzz200506004#陈华|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%99%88%e5%8d%8e&articleId=lcgkzz200603034|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%99%88%e5%8d%8e&coarticleId=lcgkzz200603034#陈廷港|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%99%88%e5%bb%b7%e6%b8%af&articleId=zjsyyx200605037|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%99%88%e5%bb%b7%e6%b8%af&coarticleId=zjsyyx200605037#池永龙|合作论文：69篇|/Auto/Achievement.aspx?name=%e6%b1%a0%e6%b0%b8%e9%be%99&articleId=zjcswk200402001|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%b1%a0%e6%b0%b8%e9%be%99&coarticleId=zjcswk200402001#池征麟|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%b1%a0%e5%be%81%e9%ba%9f&articleId=hlykf201109025|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%b1%a0%e5%be%81%e9%ba%9f&coarticleId=hlykf201109025#冯彦博|合作论文：2篇|/Auto/Achievement.aspx?name=%e5%86%af%e5%bd%a6%e5%8d%9a&articleId=zhsywk200102041|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%86%af%e5%bd%a6%e5%8d%9a&coarticleId=zhsywk200102041#高伟阳|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%ab%98%e4%bc%9f%e9%98%b3&articleId=zhswk200902004|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%ab%98%e4%bc%9f%e9%98%b3&coarticleId=zhswk200902004#胡明品|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%83%a1%e6%98%8e%e5%93%81&articleId=yydb200806019|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e8%83%a1%e6%98%8e%e5%93%81&coarticleId=yydb200806019#胡月正|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%83%a1%e6%9c%88%e6%ad%a3&articleId=zjcswk200503002|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e8%83%a1%e6%9c%88%e6%ad%a3&coarticleId=zjcswk200503002#黄其衫|合作论文：4篇|/Auto/Achievement.aspx?name=%e9%bb%84%e5%85%b6%e8%a1%ab&articleId=zhwk201106013|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%bb%84%e5%85%b6%e8%a1%ab&coarticleId=zhwk201106013#黄其杉|合作论文：62篇|/Auto/Achievement.aspx?name=%e9%bb%84%e5%85%b6%e6%9d%89&articleId=zjcswk200205002|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%bb%84%e5%85%b6%e6%9d%89&coarticleId=zjcswk200205002#孔建中|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%ad%94%e5%bb%ba%e4%b8%ad&articleId=zjcswk200501002|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%ad%94%e5%bb%ba%e4%b8%ad&coarticleId=zjcswk200501002#李驰|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9d%8e%e9%a9%b0&articleId=zhwk200612011|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9d%8e%e9%a9%b0&coarticleId=zhwk200612011#廖孔荣|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%bb%96%e5%ad%94%e8%8d%a3&articleId=zhswk200102025|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%bb%96%e5%ad%94%e8%8d%a3&coarticleId=zhswk200102025#厉智|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%8e%89%e6%99%ba&articleId=wzyxyxb200002025|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%8e%89%e6%99%ba&coarticleId=wzyxyxb200002025#林锋|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9e%97%e9%94%8b&articleId=zjsyyx200405002|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9e%97%e9%94%8b&coarticleId=zjsyyx200405002#林旭波|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9e%97%e6%97%ad%e6%b3%a2&articleId=zjcswk200902063|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9e%97%e6%97%ad%e6%b3%a2&coarticleId=zjcswk200902063#罗鹏|合作论文：1篇|/Auto/Achievement.aspx?name=%e7%bd%97%e9%b9%8f&articleId=zjcswk201006086|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e7%bd%97%e9%b9%8f&coarticleId=zjcswk201006086#毛方敏|合作论文：65篇|/Auto/Achievement.aspx?name=%e6%af%9b%e6%96%b9%e6%95%8f&articleId=zjcswk200405001|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%af%9b%e6%96%b9%e6%95%8f&coarticleId=zjcswk200405001#倪文飞|合作论文：38篇|/Auto/Achievement.aspx?name=%e5%80%aa%e6%96%87%e9%a3%9e&articleId=zjcswk200305002|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%80%aa%e6%96%87%e9%a3%9e&coarticleId=zjcswk200305002#潘骏|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%bd%98%e9%aa%8f&articleId=lcgkzz200202030|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%bd%98%e9%aa%8f&coarticleId=lcgkzz200202030#欧阳元明|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%ac%a7%e9%98%b3%e5%85%83%e6%98%8e&articleId=zjcswk200706003|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%ac%a7%e9%98%b3%e5%85%83%e6%98%8e&coarticleId=zjcswk200706003#彭茂秀|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%bd%ad%e8%8c%82%e7%a7%80&articleId=gygjsszz200501030|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%bd%ad%e8%8c%82%e7%a7%80&coarticleId=gygjsszz200501030#苏尔占|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%8b%8f%e5%b0%94%e5%8d%a0&articleId=zjcswk200102011|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e8%8b%8f%e5%b0%94%e5%8d%a0&coarticleId=zjcswk200102011#水小龙|合作论文：4篇|/Auto/Achievement.aspx?name=%e6%b0%b4%e5%b0%8f%e9%be%99&articleId=zjcswk200706072|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%b0%b4%e5%b0%8f%e9%be%99&coarticleId=zjcswk200706072#宋红浦|合作论文：3篇|/Auto/Achievement.aspx?name=%e5%ae%8b%e7%ba%a2%e6%b5%a6&articleId=zgjzjszz200510008|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%ae%8b%e7%ba%a2%e6%b5%a6&coarticleId=zgjzjszz200510008#王胜|合作论文：10篇|/Auto/Achievement.aspx?name=%e7%8e%8b%e8%83%9c&articleId=zhxwwk200706006|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e7%8e%8b%e8%83%9c&coarticleId=zhxwwk200706006#王向阳|合作论文：55篇|/Auto/Achievement.aspx?name=%e7%8e%8b%e5%90%91%e9%98%b3&articleId=lcgkzz200104012|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e7%8e%8b%e5%90%91%e9%98%b3&coarticleId=lcgkzz200104012#翁益民|合作论文：1篇|/Auto/Achievement.aspx?name=%e7%bf%81%e7%9b%8a%e6%b0%91&articleId=zhcs200808012|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e7%bf%81%e7%9b%8a%e6%b0%91&coarticleId=zhcs200808012#武垚森|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%ad%a6%e5%9e%9a%e6%a3%ae&articleId=zhgkzz98200712016|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%ad%a6%e5%9e%9a%e6%a3%ae&coarticleId=zhgkzz98200712016#徐华梓|合作论文：66篇|/Auto/Achievement.aspx?name=%e5%be%90%e5%8d%8e%e6%a2%93&articleId=zhwk200210006|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%be%90%e5%8d%8e%e6%a2%93&coarticleId=zhwk200210006#徐良丰|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%be%90%e8%89%af%e4%b8%b0&articleId=zggs201102015|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%be%90%e8%89%af%e4%b8%b0&coarticleId=zggs201102015#徐晖|合作论文：4篇|/Auto/Achievement.aspx?name=%e5%be%90%e6%99%96&articleId=zglcjpxzz200503023|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%be%90%e6%99%96&coarticleId=zglcjpxzz200503023#许峰|合作论文：1篇|/Auto/Achievement.aspx?name=%e8%ae%b8%e5%b3%b0&articleId=zjlcyx200409067|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e8%ae%b8%e5%b3%b0&coarticleId=zjlcyx200409067#杨雷|合作论文：2篇|/Auto/Achievement.aspx?name=%e6%9d%a8%e9%9b%b7&articleId=zhwk200612011|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9d%a8%e9%9b%b7&coarticleId=zhwk200612011#姚荣欣|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%a7%9a%e8%8d%a3%e6%ac%a3&articleId=zjyx200502005|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%a7%9a%e8%8d%a3%e6%ac%a3&coarticleId=zjyx200502005#李驰|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9d%8e%e9%a9%b0&articleId=zhwk200714012|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9d%8e%e9%a9%b0&coarticleId=zhwk200714012#钱均|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%92%b1%e5%9d%87&articleId=jpxzz201003032|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%92%b1%e5%9d%87&coarticleId=jpxzz201003032#林峰|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9e%97%e5%b3%b0&articleId=zgjzjszz200501001|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9e%97%e5%b3%b0&coarticleId=zgjzjszz200501001#闫亮|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%97%ab%e4%ba%ae&articleId=zjcswk200802001|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%97%ab%e4%ba%ae&coarticleId=zjcswk200802001#尹丽慧|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%b0%b9%e4%b8%bd%e6%85%a7&articleId=zjcswk200801003|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%b0%b9%e4%b8%bd%e6%85%a7&coarticleId=zjcswk200801003#朱旻宇|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9c%b1%e6%97%bb%e5%ae%87&articleId=zjcswk200705003|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9c%b1%e6%97%bb%e5%ae%87&coarticleId=zjcswk200705003#宋红浦|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%ae%8b%e7%ba%a2%e6%b5%a6&articleId=zjyx201215018|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%ae%8b%e7%ba%a2%e6%b5%a6&coarticleId=zjyx201215018#李志龙|合作论文：1篇|/Auto/Achievement.aspx?name=%e6%9d%8e%e5%bf%97%e9%be%99&articleId=gygjsszz200309015|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e6%9d%8e%e5%bf%97%e9%be%99&coarticleId=gygjsszz200309015#宋红浦|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%ae%8b%e7%ba%a2%e6%b5%a6&articleId=zhgkzz98200412012|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%ae%8b%e7%ba%a2%e6%b5%a6&coarticleId=zhgkzz98200412012#陈跃忠|合作论文：1篇|/Auto/Achievement.aspx?name=%e9%99%88%e8%b7%83%e5%bf%a0&articleId=wzyxyxb199901002|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e9%99%88%e8%b7%83%e5%bf%a0&coarticleId=wzyxyxb199901002#孙伟方|合作论文：1篇|/Auto/Achievement.aspx?name=%e5%ad%99%e4%bc%9f%e6%96%b9&articleId=lcgkzz200403017|Achievement.aspx?name=%e6%9e%97%e7%84%b1&articleId=zhwk201106025&coResearcher=%e5%ad%99%e4%bc%9f%e6%96%b9&coarticleId=lcgkzz200403017,495
